date,spot,net_gex,flip,primary_flip,call_wall,put_wall,call_wall_class,put_wall_class,pcr_oi_all,pcr_oi_near,net_vanna,net_charm
2008-03-05,133.83,-2573057844.0,,,140.0,135.0,WEAK,WEAK,1.578,,491295065.0,227854404.0
2008-03-06,131.06,-2921618538.0,,,140.0,135.0,WEAK,WEAK,1.592,,225516664.0,131836601.0
2008-03-07,129.71,-3480998279.0,,,140.0,135.0,WEAK,WEAK,1.589,,34212213.0,103530516.0
2008-03-10,128.0,-1068957825.0,,,140.0,135.0,WEAK,WEAK,1.581,,-88230802.0,158346092.0
2008-03-11,132.6,-2533514283.0,,,140.0,135.0,WEAK,WEAK,1.574,,424774047.0,348334753.0
2008-03-12,131.36,-2637022047.0,,,140.0,135.0,WEAK,WEAK,1.583,,366405215.0,378780448.0
2008-03-13,131.65,-3197989083.0,,,140.0,135.0,WEAK,WEAK,1.551,,411001297.0,448369780.0
2008-03-14,129.61,-3519517026.0,,,140.0,130.0,WEAK,WEAK,1.571,,100798647.0,366237783.0
2008-03-17,128.3,-1417603783.0,,,140.0,130.0,WEAK,WEAK,1.542,1.323,8053714.0,717866665.0
2008-03-18,133.63,-2077317952.0,,,140.0,135.0,WEAK,WEAK,1.548,1.282,457517575.0,1059954820.0
2008-03-19,130.32,-3024330067.0,,,140.0,130.0,WEAK,WEAK,1.542,1.306,303294680.0,1390708346.0
2008-03-20,132.08,-2917270252.0,,,140.0,130.0,WEAK,WEAK,1.596,1.381,542795798.0,1590037428.0
2008-03-24,134.72,-827465412.0,,,140.0,130.0,WEAK,WEAK,1.69,0.771,476829082.0,210188825.0
2008-03-25,134.85,-715219385.0,,,140.0,135.0,WEAK,WEAK,1.605,0.648,512896005.0,267772542.0
2008-03-26,133.2,-1404346095.0,,,140.0,135.0,WEAK,WEAK,1.597,0.726,500999715.0,255286716.0
2008-03-27,132.78,-1917044690.0,,,140.0,135.0,WEAK,WEAK,1.585,0.744,504003470.0,300905570.0
2008-03-28,131.51,-2259484781.0,,,140.0,135.0,WEAK,WEAK,1.572,0.753,421465133.0,290589239.0
2008-03-31,131.97,-3093070067.0,,,140.0,135.0,WEAK,WEAK,1.559,0.763,479379305.0,770584388.0
2008-04-01,136.61,144224242.0,139.35,,140.0,135.0,WEAK,WEAK,1.618,,477264813.0,233884655.0
2008-04-02,136.7,108776640.0,140.24,,140.0,135.0,WEAK,WEAK,1.622,,530283790.0,252308510.0
2008-04-03,137.04,-82106837.0,,,140.0,135.0,WEAK,WEAK,1.623,,530902039.0,266153182.0
2008-04-04,136.89,141189251.0,139.81,,140.0,135.0,WEAK,WEAK,1.602,,556153569.0,273098034.0
2008-04-07,136.96,-21089072.0,,,140.0,135.0,WEAK,WEAK,1.597,,560854928.0,314774656.0
2008-04-08,136.82,-5183877.0,,,140.0,135.0,WEAK,WEAK,1.592,,588730862.0,336062821.0
2008-04-09,135.83,-1261668745.0,,,140.0,135.0,WEAK,WEAK,1.594,,627549344.0,353074586.0
2008-04-10,136.02,-591847750.0,,,140.0,135.0,WEAK,WEAK,1.55,,640799719.0,390053955.0
2008-04-11,133.38,-2415613769.0,,,140.0,135.0,WEAK,WEAK,1.567,,598421257.0,396179864.0
2008-04-14,132.93,-3273268806.0,,,140.0,135.0,WEAK,WEAK,1.554,1.511,584346896.0,626747376.0
2008-04-15,133.24,-2596214656.0,,,140.0,135.0,WEAK,WEAK,1.569,1.529,639437175.0,733605259.0
2008-04-16,136.85,404505317.0,138.16,,140.0,135.0,WEAK,WEAK,1.545,1.489,616908997.0,864574658.0
2008-04-17,137.05,910166189.0,136.9,136.9,140.0,135.0,WEAK,WEAK,1.563,1.574,623388803.0,1141152375.0
2008-04-18,138.48,556480345.0,138.95,,140.0,135.0,WEAK,WEAK,1.56,1.562,480530411.0,1829983267.0
2008-04-21,138.55,431756990.0,138.96,,140.0,135.0,WEAK,PRIMARY,1.567,,503470340.0,190382412.0
2008-04-22,137.94,-1149680.0,,,140.0,135.0,WEAK,PRIMARY,1.561,,543568275.0,191915797.0
2008-04-23,137.72,-329839374.0,,,140.0,135.0,WEAK,PRIMARY,1.563,,592748957.0,200523557.0
2008-04-24,138.32,203936704.0,140.72,,140.0,135.0,WEAK,PRIMARY,1.561,,568077976.0,210786515.0
2008-04-25,139.6,1093577060.0,139.27,139.27,140.0,135.0,WEAK,PRIMARY,1.548,,433727467.0,210181851.0
2008-04-28,139.63,1194276777.0,139.32,139.32,140.0,135.0,WEAK,PRIMARY,1.543,,437402761.0,237112881.0
2008-04-29,139.08,726459619.0,139.19,,140.0,135.0,WEAK,PRIMARY,1.539,,522655238.0,262191326.0
2008-04-30,138.26,-9264246.0,,,140.0,135.0,WEAK,PRIMARY,1.552,,620995053.0,270061832.0
2008-05-01,141.12,1066612065.0,140.84,140.84,140.0,135.0,WEAK,PRIMARY,1.544,,297490947.0,221550711.0
2008-05-02,141.51,1177489678.0,141.25,141.25,140.0,135.0,WEAK,PRIMARY,1.563,,304661246.0,235784759.0
2008-05-05,140.83,1577462171.0,140.42,140.42,140.0,135.0,WEAK,PRIMARY,1.537,,356659302.0,285140931.0
2008-05-06,142.05,977514000.0,141.65,141.65,140.0,135.0,WEAK,PRIMARY,1.568,,284817638.0,259279486.0
2008-05-07,139.52,113153362.0,143.22,,140.0,135.0,WEAK,PRIMARY,1.558,,499250878.0,334639951.0
2008-05-08,139.16,-104426791.0,,,140.0,135.0,WEAK,PRIMARY,1.572,,541829907.0,353424131.0
2008-05-09,138.9,-761075580.0,,,140.0,135.0,WEAK,PRIMARY,1.588,,557925710.0,408648551.0
2008-05-12,140.46,-182649355.0,,,140.0,135.0,WEAK,PRIMARY,1.592,2.003,461999229.0,572283426.0
2008-05-13,140.48,-184790229.0,,,140.0,135.0,WEAK,PRIMARY,1.601,2.015,469492901.0,670822532.0
2008-05-14,140.77,326373889.0,142.54,,140.0,135.0,WEAK,PRIMARY,1.589,1.976,459540836.0,854507895.0
2008-05-15,142.53,538356927.0,143.34,,140.0,135.0,WEAK,PRIMARY,1.581,1.991,345125796.0,1145060134.0
2008-05-16,142.66,720687231.0,143.08,,140.0,135.0,WEAK,PRIMARY,1.602,2.037,376865592.0,2270870516.0
2008-05-19,143.05,601416810.0,143.34,,140.0,135.0,WEAK,PRIMARY,1.52,,345079043.0,132920797.0
2008-05-20,141.89,-98201409.0,,,140.0,135.0,WEAK,PRIMARY,1.53,,469304719.0,139244951.0
2008-05-21,139.49,-1849944630.0,,,145.0,135.0,WEAK,PRIMARY,1.52,,491685265.0,99551522.0
2008-05-22,139.51,-1989885841.0,,,145.0,135.0,WEAK,PRIMARY,1.532,,540693213.0,111086830.0
2008-05-23,137.64,-1819625655.0,,,145.0,135.0,WEAK,PRIMARY,1.527,,475550192.0,73717318.0
2008-05-27,138.66,-1307024626.0,,,140.0,135.0,WEAK,PRIMARY,1.522,,554643288.0,134586347.0
2008-05-28,139.3,-1532806721.0,,,145.0,135.0,WEAK,PRIMARY,1.531,,555520963.0,148054683.0
2008-05-29,140.0,-1524571758.0,,,145.0,135.0,WEAK,PRIMARY,1.529,,573374859.0,183479415.0
2008-05-30,140.35,-896175972.0,,,142.0,135.0,WEAK,PRIMARY,1.487,,585266532.0,213941820.0
2008-06-02,138.9,-1394398946.0,,,142.0,135.0,WEAK,PRIMARY,1.496,,584099584.0,191287003.0
2008-06-03,138.09,-2133217681.0,,,142.0,135.0,WEAK,PRIMARY,1.462,,601043129.0,200656805.0
2008-06-04,138.02,-2318646664.0,,,142.0,135.0,WEAK,PRIMARY,1.472,,642234533.0,225211891.0
2008-06-05,140.78,315190089.0,142.58,,142.0,135.0,WEAK,PRIMARY,1.481,,594629262.0,299590496.0
2008-06-06,136.29,-2580882046.0,,,142.0,135.0,WEAK,PRIMARY,1.516,,556582639.0,194634483.0
2008-06-09,136.62,-2580150171.0,,,142.0,135.0,WEAK,PRIMARY,1.52,,693119926.0,294499322.0
2008-06-10,135.94,-3324041115.0,,,142.0,135.0,WEAK,PRIMARY,1.533,,646331668.0,311042587.0
2008-06-11,133.94,-4258155374.0,,,142.0,135.0,WEAK,PRIMARY,1.535,,373335153.0,264085236.0
2008-06-12,134.45,-4882343811.0,,,142.0,135.0,WEAK,PRIMARY,1.548,,487021148.0,318312039.0
2008-06-13,136.15,-2610402199.0,,,142.0,135.0,WEAK,PRIMARY,1.547,,727917240.0,422972126.0
2008-06-16,136.23,-2080550508.0,,,142.0,135.0,WEAK,PRIMARY,1.555,1.406,714940994.0,664126522.0
2008-06-17,135.57,-2890577150.0,,,142.0,135.0,WEAK,PRIMARY,1.519,1.376,654059573.0,827481065.0
2008-06-18,134.25,-4343501155.0,,,142.0,135.0,WEAK,PRIMARY,1.506,1.353,451129355.0,1058876431.0
2008-06-19,134.42,-4890858097.0,,,142.0,135.0,WEAK,PRIMARY,1.513,1.334,498546798.0,1387742015.0
2008-06-20,131.58,-2121207711.0,,,142.0,135.0,WEAK,PRIMARY,1.566,1.438,73884474.0,2375848755.0
2008-06-23,131.45,-2051306964.0,,,142.0,135.0,WEAK,PRIMARY,1.765,1.049,142951087.0,31412575.0
2008-06-24,131.19,-2182245763.0,,,142.0,135.0,WEAK,PRIMARY,1.604,1.043,149819430.0,67834624.0
2008-06-25,131.81,-2135336278.0,,,142.0,135.0,WEAK,PRIMARY,1.595,1.087,228863257.0,89295743.0
2008-06-26,128.23,-800479729.0,,,,135.0,REMOTE,PRIMARY,1.585,1.041,-142970043.0,45383954.0
2008-06-27,127.53,-569632647.0,,,,135.0,REMOTE,PRIMARY,1.585,1.041,-143393005.0,74788419.0
2008-06-30,127.98,-1367584020.0,,,,135.0,REMOTE,PRIMARY,1.617,0.858,-105898047.0,450641972.0
2008-07-01,128.38,-982537958.0,,,,135.0,REMOTE,PRIMARY,1.694,,-55834354.0,75925064.0
2008-07-02,126.18,-728480698.0,,,,135.0,REMOTE,PRIMARY,1.693,,-42721510.0,93679559.0
2008-07-03,126.31,-756121765.0,,,132.0,135.0,WEAK,WEAK,1.598,,-13227114.0,139124871.0
2008-07-07,125.02,-885205794.0,,,132.0,135.0,WEAK,WEAK,1.623,,-1481785.0,144378111.0
2008-07-08,127.24,-893091039.0,,,132.0,135.0,WEAK,WEAK,1.6,,22929379.0,275462112.0
2008-07-09,124.79,-916908797.0,,,132.0,135.0,WEAK,WEAK,1.567,,33101528.0,214594006.0
2008-07-10,125.3,-810491895.0,,,,135.0,REMOTE,WEAK,1.506,,57341660.0,312463565.0
2008-07-11,123.84,-1010088363.0,,,132.0,135.0,WEAK,WEAK,1.527,,76595676.0,302109628.0
2008-07-14,122.72,-1093556522.0,,,132.0,120.0,WEAK,WEAK,1.512,1.117,95421031.0,382575560.0
2008-07-15,120.99,-1224022682.0,,,132.0,120.0,WEAK,WEAK,1.515,1.092,108755899.0,446128986.0
2008-07-16,123.96,-959634243.0,,,132.0,120.0,WEAK,WEAK,1.437,0.946,132943155.0,936530482.0
2008-07-17,125.2,-762453134.0,,,132.0,120.0,WEAK,WEAK,1.409,0.831,122105057.0,1260367546.0
2008-07-18,125.98,-2633903959.0,,,132.0,120.0,WEAK,WEAK,1.405,0.822,140091943.0,1923616380.0
2008-07-21,126.05,-545512188.0,,,136.0,120.0,WEAK,WEAK,1.668,,114278126.0,167921043.0
2008-07-22,127.48,-490050051.0,,,130.0,120.0,WEAK,WEAK,1.66,,133264523.0,192723887.0
2008-07-23,128.17,-467551506.0,,,130.0,120.0,WEAK,WEAK,1.637,,156601193.0,206042199.0
2008-07-24,125.51,-606792921.0,,,130.0,120.0,WEAK,WEAK,1.64,,146233237.0,196300659.0
2008-07-25,125.48,-701197219.0,,,130.0,120.0,WEAK,WEAK,1.637,,162062412.0,206937229.0
2008-07-28,123.64,-895765530.0,,,130.0,120.0,WEAK,WEAK,1.654,,172375772.0,200797062.0
2008-07-29,126.28,-706179170.0,,,130.0,120.0,WEAK,WEAK,1.678,,193126204.0,302726442.0
2008-07-30,128.53,-464638275.0,,,130.0,120.0,WEAK,WEAK,1.643,,225461975.0,326759929.0
2008-07-31,126.83,-605035389.0,,,130.0,120.0,WEAK,WEAK,1.636,,190338780.0,335837566.0
2008-08-01,126.16,-682856832.0,,,130.0,120.0,WEAK,WEAK,1.623,,221559876.0,365797676.0
2008-08-04,124.99,-910976843.0,,,130.0,120.0,WEAK,WEAK,1.613,,221952836.0,412437868.0
2008-08-05,128.36,-428437289.0,,,130.0,120.0,WEAK,WEAK,1.616,,234888669.0,475855874.0
2008-08-06,128.93,-312832522.0,,,130.0,120.0,WEAK,WEAK,1.611,,250348850.0,490821100.0
2008-08-07,127.01,-485713587.0,,,130.0,120.0,WEAK,WEAK,1.55,,240432353.0,585929981.0
2008-08-08,129.37,-269299920.0,,,130.0,120.0,WEAK,WEAK,1.562,,265810092.0,544734218.0
2008-08-11,130.71,185447991.0,133.68,,130.0,120.0,WEAK,WEAK,1.557,1.613,249020147.0,701050817.0
2008-08-12,129.35,-3268148.0,,,130.0,120.0,WEAK,WEAK,1.567,1.665,252601855.0,976222778.0
2008-08-13,128.57,-372176069.0,,,130.0,120.0,PRIMARY,WEAK,1.574,1.739,241455044.0,1235937781.0
2008-08-14,129.54,623033261.0,129.72,,130.0,120.0,PRIMARY,WEAK,1.592,1.719,257934601.0,1279935025.0
2008-08-15,130.17,-96308343.0,,,130.0,120.0,PRIMARY,WEAK,1.609,1.77,238037233.0,1674665714.0
2008-08-18,128.39,-335598457.0,,,130.0,135.0,PRIMARY,WEAK,1.548,,192397150.0,146565636.0
2008-08-19,126.99,-379396940.0,,,130.0,135.0,PRIMARY,WEAK,1.553,,190517303.0,135428121.0
2008-08-20,127.58,-326843599.0,,,130.0,135.0,PRIMARY,WEAK,1.555,,229584602.0,166261677.0
2008-08-21,127.8,-377410917.0,,,130.0,135.0,WEAK,WEAK,1.536,,253086443.0,184518623.0
2008-08-22,129.65,147751268.0,133.55,,130.0,135.0,WEAK,WEAK,1.549,,271168007.0,224340761.0
2008-08-25,127.02,-509572827.0,,,130.0,135.0,WEAK,WEAK,1.55,,245833261.0,197491652.0
2008-08-26,127.39,-509534645.0,,,130.0,135.0,WEAK,WEAK,1.541,,271785112.0,222498958.0
2008-08-27,128.63,-253626735.0,,,130.0,135.0,PRIMARY,WEAK,1.54,,290792810.0,262882913.0
2008-08-28,130.19,362511332.0,131.17,,130.0,135.0,PRIMARY,WEAK,1.529,,296322018.0,292157846.0
2008-08-29,128.79,-495158783.0,,,130.0,135.0,PRIMARY,WEAK,1.526,,318388572.0,293704733.0
2008-09-02,127.99,-554400580.0,,,130.0,120.0,WEAK,WEAK,1.453,,299620067.0,328711759.0
2008-09-03,127.88,-571587190.0,,,130.0,135.0,WEAK,WEAK,1.45,,298366295.0,336599500.0
2008-09-04,124.03,-989784425.0,,,130.0,120.0,WEAK,WEAK,1.564,,228529588.0,201169401.0
2008-09-05,124.42,-1036636880.0,,,130.0,120.0,WEAK,WEAK,1.555,,261195973.0,268520822.0
2008-09-08,126.99,-492527054.0,,,130.0,120.0,WEAK,WEAK,1.558,,289703943.0,495325950.0
2008-09-09,123.22,-1232575486.0,,,130.0,120.0,WEAK,WEAK,1.554,,245710373.0,290259332.0
2008-09-10,123.72,-1051031462.0,,,130.0,120.0,WEAK,WEAK,1.57,,282720692.0,394835874.0
2008-09-11,125.51,-717868697.0,,,130.0,120.0,PRIMARY,WEAK,1.545,,324020144.0,615021255.0
2008-09-12,126.09,-809217994.0,,,130.0,120.0,PRIMARY,WEAK,1.532,,340942771.0,708732315.0
2008-09-15,120.09,-1525706926.0,,,130.0,120.0,PRIMARY,WEAK,1.519,1.459,167559011.0,157202163.0
2008-09-16,122.1,-944116467.0,,,130.0,120.0,PRIMARY,WEAK,1.495,1.442,267264153.0,908757239.0
2008-09-17,116.61,-1300201054.0,,,,120.0,REMOTE,PRIMARY,1.459,1.363,94383421.0,482642444.0
2008-09-18,120.07,-863287444.0,,,130.0,120.0,WEAK,PRIMARY,1.472,1.335,246313862.0,1320886771.0
2008-09-19,124.12,-1134984152.0,,,130.0,120.0,WEAK,WEAK,1.482,1.298,363568736.0,2590715529.0
2008-09-22,121.31,-663080446.0,,,130.0,120.0,WEAK,WEAK,1.556,,350684094.0,198241645.0
2008-09-23,118.55,-936403108.0,,,130.0,120.0,WEAK,WEAK,1.536,1.262,193372117.0,145540139.0
2008-09-24,118.93,-1029864734.0,,,130.0,120.0,WEAK,WEAK,1.548,1.364,209111203.0,190179530.0
2008-09-25,120.79,-658650079.0,,,130.0,120.0,WEAK,WEAK,1.518,1.395,280427831.0,362951201.0
2008-09-26,120.85,-613741727.0,,,125.0,120.0,WEAK,PRIMARY,1.502,1.434,273822255.0,440627029.0
2008-09-29,111.38,-910330162.0,,,,120.0,REMOTE,PRIMARY,1.46,1.175,63009625.0,569839478.0
2008-09-30,115.99,-2234785171.0,,,,120.0,REMOTE,WEAK,1.473,1.035,160422649.0,1142365765.0
2008-10-01,116.06,-824741145.0,,,,120.0,REMOTE,WEAK,1.552,,139825328.0,88320377.0
2008-10-02,111.85,-784456907.0,,,,120.0,REMOTE,WEAK,1.532,,88367392.0,-65179770.0
2008-10-03,110.34,-1009533682.0,,,,110.0,REMOTE,WEAK,1.579,,155474311.0,-85399888.0
2008-10-06,104.72,-2726886483.0,,,,110.0,REMOTE,WEAK,1.59,,2086110.0,-221408853.0
2008-10-07,100.03,-3765125311.0,,,,110.0,REMOTE,WEAK,1.612,,-9082788.0,-240463976.0
2008-10-08,97.51,-840969299.0,,,,,REMOTE,REMOTE,1.436,,-157607320.0,81063205.0
2008-10-09,90.7,-1386057472.0,,,,,REMOTE,REMOTE,1.434,,137485972.0,277743426.0
2008-10-10,88.5,-676478987.0,,,,,REMOTE,REMOTE,1.352,,48171854.0,392565331.0
2008-10-13,101.35,-1283925442.0,,,,100.0,REMOTE,WEAK,1.345,1.035,148481161.0,-381424934.0
2008-10-14,99.85,-2409273956.0,,,,100.0,REMOTE,WEAK,1.297,1.009,98289170.0,-104613245.0
2008-10-15,90.02,-3022180468.0,,,,,REMOTE,REMOTE,1.275,0.979,129271696.0,661132231.0
2008-10-16,93.77,-450443187.0,,,,100.0,REMOTE,WEAK,1.223,0.87,97006290.0,864655561.0
2008-10-17,93.21,-692534033.0,,,,100.0,REMOTE,WEAK,1.21,0.851,186422940.0,2654740481.0
2008-10-20,98.81,-569779786.0,,,,90.0,REMOTE,WEAK,1.411,,98905125.0,12823320.0
2008-10-21,95.86,-361899752.0,,,,90.0,REMOTE,WEAK,1.359,,39523009.0,-17750736.0
2008-10-22,90.64,-1351465697.0,,,,90.0,REMOTE,WEAK,1.352,,194412626.0,-15140035.0
2008-10-23,91.69,-970631360.0,,,,90.0,REMOTE,WEAK,1.349,,232585916.0,-23743007.0
2008-10-24,87.04,-821989670.0,,,,90.0,REMOTE,WEAK,1.364,,145292071.0,11249951.0
2008-10-27,83.95,-1005188476.0,,,,90.0,REMOTE,WEAK,1.389,,15058781.0,-28539990.0
2008-10-28,93.76,-229928955.0,,,,,REMOTE,REMOTE,1.376,,213132076.0,113346945.0
2008-10-29,93.08,-307877183.0,,,,,REMOTE,REMOTE,1.376,,298302125.0,226832156.0
2008-10-30,96.3,-433954805.0,,,100.0,,WEAK,REMOTE,1.348,,126980120.0,68811142.0
2008-10-31,96.83,-980349519.0,,,100.0,,WEAK,REMOTE,1.365,,165889804.0,143383191.0
2008-11-03,97.11,-1008587669.0,,,100.0,,WEAK,REMOTE,1.35,,189752635.0,122557204.0
2008-11-04,100.41,25279249.0,107.13,,110.0,,WEAK,REMOTE,1.355,,133905260.0,143497739.0
2008-11-05,96.19,-448224262.0,,,,,REMOTE,REMOTE,1.367,,141661534.0,59613632.0
2008-11-06,90.86,-1932325665.0,,,,,REMOTE,REMOTE,1.346,,308276623.0,130044683.0
2008-11-07,93.86,-780165987.0,,,,90.0,REMOTE,WEAK,1.361,,285562782.0,212954831.0
2008-11-10,92.63,-975408252.0,,,,90.0,REMOTE,WEAK,1.35,,286777426.0,171249580.0
2008-11-11,89.77,-2684813777.0,,,,90.0,REMOTE,WEAK,1.336,,202603471.0,178060347.0
2008-11-12,85.82,-1976244378.0,,,,90.0,REMOTE,WEAK,1.318,,179204441.0,171852183.0
2008-11-13,91.17,-1518333059.0,,,,,REMOTE,REMOTE,1.297,,340359757.0,247893220.0
2008-11-14,86.62,-1005011407.0,,,,80.0,REMOTE,WEAK,1.306,,266606301.0,436341249.0
2008-11-17,85.47,-2122848198.0,,,,80.0,REMOTE,WEAK,1.319,1.184,194275669.0,539806159.0
2008-11-18,87.08,-1407108901.0,,,,80.0,REMOTE,WEAK,1.301,1.138,292605915.0,616708604.0
2008-11-19,81.5,-1107633577.0,,,,80.0,REMOTE,WEAK,1.284,1.083,166253108.0,939582945.0
2008-11-20,75.45,-1192376500.0,,,,80.0,REMOTE,WEAK,1.241,0.988,130778306.0,1175202267.0
2008-11-21,79.52,-1380697684.0,,,,80.0,REMOTE,WEAK,1.241,0.952,92857597.0,2666210563.0
2008-11-24,85.03,-862195008.0,,,,90.0,REMOTE,WEAK,1.375,,105228969.0,16095449.0
2008-11-25,85.66,-774104628.0,,,,90.0,REMOTE,WEAK,1.395,,137510972.0,11194612.0
2008-11-26,88.97,-754826675.0,,,,90.0,REMOTE,WEAK,1.388,,255881967.0,23261941.0
2008-11-28,90.09,234739767.0,89.76,89.76,,90.0,REMOTE,WEAK,1.364,,242976585.0,24198791.0
2008-12-01,82.11,-1101507051.0,,,90.0,90.0,WEAK,WEAK,1.36,,158521348.0,7766595.0
2008-12-02,85.27,-762597632.0,,,90.0,90.0,WEAK,WEAK,1.361,,158398219.0,7270563.0
2008-12-03,87.32,-322369474.0,,,90.0,90.0,WEAK,WEAK,1.366,,215670932.0,11107368.0
2008-12-04,85.3,-944898163.0,,,90.0,,WEAK,REMOTE,1.376,,177721152.0,-19267023.0
2008-12-05,87.93,355749355.0,87.72,87.72,90.0,,WEAK,REMOTE,1.335,,254016543.0,27678243.0
2008-12-08,91.0,80796888.0,93.4,,90.0,,WEAK,REMOTE,1.363,,231354788.0,27294826.0
2008-12-09,89.5,-402809540.0,,,,90.0,REMOTE,WEAK,1.345,,297751063.0,55998261.0
2008-12-10,90.11,101370672.0,92.36,,,90.0,REMOTE,WEAK,1.326,,301048326.0,60737839.0
2008-12-11,87.94,-441848395.0,,,,90.0,REMOTE,WEAK,1.338,,276169324.0,52913246.0
2008-12-12,88.99,-514308414.0,,,,90.0,REMOTE,WEAK,1.34,,298715228.0,68962313.0
2008-12-15,87.75,-421173794.0,,,,90.0,REMOTE,WEAK,1.336,1.322,268644597.0,78689785.0
